ID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,Attrition
S2015,46,Travel_Rarely,Sales,4,College,Marketing,,Male,Medium,5,Manager,Medium,Married,2,No,14.0,Excellent,High,80,1,26.0,2,,11.0,4,0.0,8.0,11214.67,Yes
S2016,20,Travel_Frequently,Sales,9,,Marketing,,,Medium,1,Sales Representative,High,Married,1,Yes,14.0,Excellent,,80,1,0.0,2,,0.0,0,0.0,,11993.73,No
S2017,54,Travel_Rarely,Sales,3,Bachelor,Marketing,Very High,Male,High,2,Sales Executive,Low,Married,2,No,14.0,Excellent,Very High,80,1,16.0,4,Better,6.0,2,0.0,5.0,16356.4,Yes
S2018,40,Travel_Rarely,Research & Development,2,Master,Life Sciences,,Female,Medium,1,Research Scientist,High,Single,2,No,14.0,Excellent,,80,0,8.0,2,Better,2.0,2,2.0,2.0,17483.62,No
S2019,30,Travel_Frequently,Research & Development,1,,Life Sciences,Low,Male,Medium,1,Manager,Low,Married,5,No,20.0,Outstanding,Low,80,0,10.0,3,,7.0,5,0.0,5.0,16545.36,Yes
S2020,27,Travel_Frequently,Sales,1,Below College,Medical,Medium,Female,High,1,Sales Representative,Low,Divorced,1,No,12.0,Excellent,Medium,80,1,5.0,3,,3.0,2,0.0,2.0,11990.46,No
S2021,34,Travel_Rarely,Sales,4,Bachelor,Life Sciences,Medium,Male,Low,2,Sales Executive,High,Married,5,Yes,15.0,Excellent,Low,80,0,10.0,1,Bad,6.0,5,4.0,6.0,16286.1,No
S2022,34,Travel_Rarely,,12,,Marketing,Medium,Female,Low,1,Manager,High,Divorced,2,No,,Excellent,Medium,80,2,,2,Better,5.0,4,1.0,4.0,14883.98,No
S2023,32,Travel_Rarely,Sales,2,Master,Marketing,High,Female,Medium,2,Sales Executive,Medium,Single,7,Yes,12.0,Excellent,High,80,0,7.0,3,Good,2.0,2,2.0,2.0,15638.4,Yes
S2024,25,Travel_Rarely,Human Resources,1,,Life Sciences,Low,Male,Medium,2,Manager,High,Married,0,No,11.0,Excellent,,80,2,5.0,2,Better,,2,0.0,2.0,11704.97,Yes
S2025,34,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Medium,Male,Medium,1,Manufacturing Director,Low,Single,1,No,,Excellent,Medium,80,0,7.0,3,Good,2.0,1,0.0,0.0,17032.38,No
S2026,29,Travel_Frequently,Human Resources,9,Bachelor,Human Resources,High,Male,Medium,1,Human Resources,High,Divorced,5,No,11.0,Excellent,High,80,0,5.0,0,Good,3.0,1,0.0,1.0,13768.73,No
S2027,53,Non-Travel,Research & Development,8,Below College,Medical,,Female,Medium,3,Healthcare Representative,Medium,Divorced,1,No,14.0,Excellent,High,80,1,32.0,3,Better,30.0,8,13.0,0.0,14011.68,No
S2028,37,Travel_Rarely,Research & Development,9,College,Life Sciences,Medium,Male,High,1,Research Scientist,High,Married,5,No,15.0,Excellent,Low,80,2,6.0,3,Good,1.0,0,0.0,0.0,19936.42,No
S2029,35,Travel_Rarely,Research & Development,13,College,Marketing,High,Male,High,3,Manufacturing Director,Low,Married,1,No,16.0,Excellent,Very High,80,0,9.0,4,Good,9.0,8,,7.0,14115.09,No
S2030,41,Travel_Rarely,,12,Master,Human Resources,Low,Female,High,0,Human Resources,Very High,Divorced,3,Yes,,Excellent,Low,80,1,6.0,4,Better,,0,0.0,0.0,10667.58,No
S2031,38,Travel_Rarely,Research & Development,13,Below College,Medical,Medium,Male,High,1,Manager,High,Married,1,No,18.0,Excellent,High,80,0,10.0,2,Good,10.0,6,0.0,7.0,14298.72,No
S2032,44,Travel_Rarely,Research & Development,10,College,Medical,High,Female,High,2,Research Director,High,Married,2,No,15.0,Excellent,High,80,0,11.0,3,,9.0,4,6.0,,15159.18,No
S2033,44,Travel_Rarely,Research & Development,6,Bachelor,Medical,Low,Male,Medium,1,Research Scientist,High,Married,3,Yes,18.0,Excellent,Medium,80,0,9.0,2,Bad,,2,0.0,3.0,18887.05,No
S2034,40,Travel_Rarely,Sales,9,Bachelor,Marketing,Low,Male,High,2,Sales Executive,Medium,Divorced,2,No,13.0,Excellent,,80,0,18.0,1,Better,6.0,4,,3.0,14682.8,No
S2035,47,Travel_Rarely,Research & Development,9,College,Medical,High,Male,High,2,Manufacturing Director,Low,Divorced,2,No,11.0,Excellent,High,80,1,,2,Better,5.0,1,3.0,4.0,15974.84,No
S2036,36,Travel_Rarely,Sales,3,Below College,,Medium,Female,Medium,3,Sales Executive,High,Married,1,Yes,11.0,Excellent,Low,80,0,15.0,5,Good,15.0,6,2.0,6.0,13947.33,No
S2037,41,Travel_Frequently,,1,College,Life Sciences,Very High,Male,High,2,Manufacturing Director,Medium,Divorced,5,No,12.0,Excellent,Medium,80,1,9.0,3,Good,5.0,3,1.0,2.0,15069.67,Yes
S2038,26,Travel_Rarely,Research & Development,16,Bachelor,Other,,Male,Low,1,Manager,High,Married,2,Yes,,Excellent,Medium,80,0,2.0,3,Bad,1.0,0,0.0,0.0,16850.81,No
S2039,45,Non-Travel,Human Resources,-6,College,Medical,,Female,Low,4,Manager,Very High,Married,11,No,26.0,Outstanding,Very High,80,0,20.0,0,Good,18.0,6,13.0,6.0,11180.91,No
S2040,22,Travel_Frequently,Research & Development,3,Below College,Other,High,Male,Low,1,Sales Executive,Low,Married,0,No,19.0,Excellent,Low,80,0,1.0,4,Better,0.0,0,0.0,0.0,12406.97,No
S2041,19,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,,Male,Very High,1,Research Scientist,Very High,Married,1,Yes,11.0,Excellent,High,80,0,1.0,2,,1.0,0,,1.0,11421.7,No
S2042,32,Travel_Rarely,Sales,1,,Life Sciences,Medium,Female,Medium,2,Sales Executive,Medium,Married,1,No,11.0,Excellent,Medium,80,1,12.0,4,Better,,7,4.0,7.0,12953.47,No
S2043,23,Travel_Rarely,Research & Development,19,College,Life Sciences,Very High,,High,1,Human Resources,Medium,Divorced,0,No,13.0,Excellent,,80,1,0.0,2,,0.0,-1,0.0,-1.0,4845.22,No
S2044,40,Travel_Frequently,Research & Development,2,,Life Sciences,Low,Male,Low,1,Laboratory Technician,High,Divorced,3,Yes,16.0,Excellent,Medium,80,0,10.0,1,Good,5.0,4,0.0,0.0,16433.26,No
S2045,46,Travel_Rarely,Human Resources,14,College,Medical,Very High,Male,High,1,Human Resources,Low,Divorced,4,No,16.0,Excellent,Medium,80,0,15.0,2,Good,2.0,2,1.0,2.0,15297.64,No
S2046,30,Travel_Rarely,Research & Development,12,College,Medical,High,Female,Medium,1,Manufacturing Director,Very High,Divorced,2,No,12.0,Excellent,Medium,80,1,7.0,2,Better,4.0,3,1.0,2.0,13593.84,No
S2047,19,Travel_Rarely,Research & Development,7,,Life Sciences,Very High,Female,High,1,Research Scientist,Medium,Single,1,Yes,24.0,Outstanding,,80,0,1.0,2,Better,1.0,0,0.0,0.0,20434.95,Yes
S2048,42,Travel_Rarely,,18,,,Very High,,High,2,Research Scientist,Low,Divorced,6,Yes,17.0,Excellent,High,80,1,9.0,3,Good,4.0,3,,2.0,14045.51,No
S2049,33,Non-Travel,Research & Development,8,,,High,Female,High,1,Laboratory Technician,Medium,Divorced,1,No,11.0,Excellent,High,80,1,9.0,2,Better,7.0,7,0.0,7.0,14460.42,No
S2050,45,Travel_Rarely,Research & Development,5,Bachelor,Medical,High,Male,Medium,2,Research Scientist,Medium,Married,2,No,16.0,Excellent,Low,80,0,11.0,3,Good,4.0,1,3.0,3.0,15477.53,No
S2051,26,Travel_Rarely,Research & Development,2,,Life Sciences,Low,Male,High,2,Manufacturing Director,High,Divorced,0,No,17.0,Excellent,,80,1,4.0,2,Better,2.0,1,1.0,1.0,15047.95,No
S2052,32,Non-Travel,Research & Development,1,Below College,Medical,Low,Female,High,2,Manufacturing Director,Very High,Divorced,2,No,14.0,Excellent,,80,1,16.0,6,Better,6.0,7,1.0,7.0,21834.92,No
S2053,30,Non-Travel,Human Resources,8,College,Life Sciences,High,,Medium,1,Manager,Medium,Divorced,3,No,15.0,Excellent,Medium,80,0,5.0,0,,3.0,2,1.0,2.0,12416.74,No
S2054,35,Travel_Frequently,Research & Development,25,Bachelor,Medical,Medium,Male,Medium,2,Research Director,High,Married,0,No,11.0,Excellent,Low,80,1,9.0,3,Good,8.0,6,,1.0,8595.8,No
S2055,28,Travel_Rarely,Sales,3,,Marketing,Medium,,High,2,Sales Executive,Medium,Married,1,No,,Excellent,Low,80,1,6.0,4,Good,6.0,0,0.0,2.0,6229.34,No
S2056,31,Travel_Rarely,Research & Development,8,Master,Life Sciences,Medium,Female,Low,2,Research Scientist,High,Married,3,Yes,17.0,Excellent,Medium,80,0,11.0,3,Good,7.0,6,6.0,7.0,14399.27,No
S2057,45,Travel_Rarely,Research & Development,19,Bachelor,,Low,Female,Medium,2,Human Resources,Medium,Married,2,No,19.0,Excellent,Medium,80,0,22.0,3,Better,13.0,11,8.0,9.0,13916.92,No
S2058,43,Travel_Frequently,Sales,3,College,Marketing,Low,Male,Medium,2,Sales Executive,High,Single,3,No,13.0,Excellent,Medium,80,0,15.0,0,Good,7.0,5,3.0,5.0,12844.84,Yes
S2059,39,Travel_Rarely,Research & Development,10,Below College,Medical,High,Female,High,4,Manager,Low,Married,1,Yes,14.0,Excellent,Very High,80,0,21.0,3,Better,21.0,9,11.0,10.0,12430.2,No
S2060,41,Travel_Rarely,,1,,Life Sciences,,Male,Medium,2,Research Scientist,High,Single,8,Yes,11.0,Excellent,Low,80,0,9.0,0,Bad,,3,0.0,4.0,13043.16,No
S2061,33,Travel_Rarely,Research & Development,1,College,Life Sciences,Low,Male,High,2,Manufacturing Director,High,Divorced,1,No,12.0,Excellent,High,80,2,,2,Better,4.0,1,0.0,2.0,13158.86,No
S2062,36,Travel_Rarely,Research & Development,17,Below College,Life Sciences,High,Male,Medium,2,Human Resources,High,Married,1,Yes,22.0,Excellent,High,80,0,12.0,2,Bad,12.0,6,0.0,7.0,13817.77,Yes
S2063,29,Travel_Frequently,Research & Development,7,Bachelor,Marketing,High,,Medium,2,Manufacturing Director,High,Single,8,No,11.0,Excellent,High,80,0,8.0,2,Better,4.0,2,0.0,3.0,17535.45,No
S2064,33,Travel_Rarely,,28,Master,Life Sciences,Medium,Female,High,2,Laboratory Technician,High,Married,1,Yes,12.0,Excellent,Medium,80,1,15.0,3,Better,,14,5.0,7.0,15772.7,No
S2065,36,Travel_Frequently,Research & Development,13,Below College,Other,High,Male,Medium,3,Manufacturing Director,High,Divorced,1,Yes,14.0,Excellent,Medium,80,1,14.0,3,Good,,6,0.0,5.0,10830.76,Yes
S2066,29,Travel_Rarely,Research & Development,14,Below College,Life Sciences,Medium,Male,High,1,Research Scientist,High,Married,1,No,12.0,Excellent,Medium,80,1,9.0,2,Good,,0,0.0,7.0,9910.1,No
S2067,32,Travel_Frequently,Research & Development,3,College,Life Sciences,Medium,Female,High,2,Research Director,Very High,Divorced,1,No,,Excellent,Very High,80,2,8.0,2,Better,5.0,3,1.0,0.0,19508.86,No
S2068,31,Travel_Frequently,Research & Development,4,Bachelor,Medical,Medium,Male,High,1,Laboratory Technician,Low,Single,0,No,16.0,Good,,80,0,4.0,3,Better,3.0,2,0.0,2.0,22728.22,No
S2069,26,Travel_Rarely,Research & Development,20,Bachelor,Medical,Low,Female,Medium,1,Laboratory Technician,High,Divorced,1,No,18.0,Excellent,Medium,80,1,1.0,0,Good,1.0,1,0.0,0.0,15986.02,No
S2070,36,Travel_Frequently,Research & Development,1,College,Life Sciences,Very High,Male,High,1,Manufacturing Director,High,Single,2,No,12.0,Excellent,Medium,80,0,,3,,,10,5.0,5.0,12460.77,No
S2071,22,Travel_Rarely,Research & Development,6,,Life Sciences,Very High,,High,1,Research Scientist,Low,Single,1,Yes,23.0,Outstanding,,80,0,0.0,2,Better,0.0,0,0.0,0.0,19425.64,No
S2072,46,Travel_Rarely,Sales,19,,Medical,,Male,High,4,Sales Executive,High,Married,4,No,17.0,Excellent,Medium,80,1,22.0,2,Better,10.0,9,,7.0,13349.71,No
S2073,34,Travel_Frequently,Research & Development,23,Bachelor,Medical,,Male,Low,1,Laboratory Technician,High,Married,0,No,15.0,Excellent,Medium,80,0,5.0,2,Better,4.0,3,0.0,3.0,15390.4,Yes
S2074,45,Non-Travel,Research & Development,20,College,Marketing,High,Male,High,2,Manufacturing Director,High,Divorced,2,No,14.0,Excellent,Medium,80,0,13.0,4,Good,4.0,3,0.0,2.0,15232.82,No
S2075,37,Travel_Frequently,Research & Development,12,Bachelor,Medical,Low,Male,High,2,Research Director,High,Married,0,No,16.0,Excellent,Low,80,0,10.0,2,Good,,7,3.0,7.0,12486.36,No
S2076,51,Non-Travel,Research & Development,7,Below College,Medical,High,Female,Medium,3,Human Resources,Medium,Divorced,1,No,14.0,Excellent,High,80,0,30.0,3,Better,,7,11.0,0.0,13720.58,No
S2077,35,Travel_Frequently,Research & Development,12,,Medical,Medium,Female,Medium,1,Sales Executive,High,Married,4,No,14.0,Excellent,High,80,0,,3,Good,1.0,0,0.0,0.0,14556.81,No
S2078,33,Travel_Rarely,Human Resources,13,Bachelor,Marketing,High,Female,High,1,Human Resources,High,Divorced,4,Yes,13.0,Excellent,High,80,0,,2,Bad,4.0,3,0.0,3.0,15930.02,No
S2079,30,Travel_Rarely,Sales,1,College,,Medium,Female,Medium,2,Sales Executive,Low,Married,1,No,11.0,Excellent,High,80,1,10.0,4,Better,10.0,7,,7.0,12425.33,No
S2080,26,Travel_Frequently,Research & Development,16,Below College,Marketing,Medium,Female,Low,1,Sales Executive,High,Single,2,No,13.0,Excellent,High,80,0,4.0,3,Good,3.0,2,0.0,2.0,16254.27,No
S2081,31,Travel_Frequently,Human Resources,14,,Marketing,Medium,Male,High,1,Human Resources,High,Divorced,4,Yes,12.0,Excellent,,80,1,8.0,2,Bad,,4,0.0,3.0,13946.4,Yes
S2082,36,Travel_Frequently,Research & Development,3,,Medical,High,Female,High,1,Research Scientist,High,Married,2,No,15.0,Excellent,Low,80,0,,2,Better,1.0,1,1.0,1.0,14917.26,No
S2083,39,Non-Travel,Research & Development,5,Bachelor,,Low,Male,Medium,3,Manager,Medium,Married,1,No,16.0,Excellent,,80,0,9.0,1,Better,9.0,7,2.0,8.0,14762.25,No
S2084,43,Travel_Rarely,Research & Development,5,College,Other,Medium,Male,Low,2,Sales Executive,High,Married,0,No,13.0,Excellent,Low,80,0,9.0,2,Better,8.0,7,2.0,2.0,13223.53,No
S2085,33,Travel_Frequently,Sales,19,,Marketing,Low,Female,Low,2,Sales Executive,Very High,Divorced,4,Yes,12.0,Excellent,High,80,1,8.0,2,Good,5.0,3,1.0,4.0,16780.77,No
S2086,40,Travel_Frequently,Human Resources,21,College,Life Sciences,High,Male,High,2,Healthcare Representative,Low,Divorced,6,No,18.0,Excellent,High,80,1,12.0,2,Better,6.0,4,1.0,4.0,12205.31,No
S2087,37,Travel_Rarely,,2,,Other,Very High,Male,High,2,Healthcare Representative,Low,Single,2,No,15.0,Excellent,,80,0,7.0,3,Bad,4.0,3,0.0,0.0,15706.36,No
S2088,20,Travel_Rarely,Research & Development,3,,,Very High,Female,High,1,Research Scientist,Low,Single,1,Yes,26.0,Outstanding,,80,0,-1.0,2,Better,-1.0,0,-2.0,-2.0,22594.87,No
S2089,28,Travel_Frequently,Sales,7,Bachelor,Life Sciences,,Female,High,2,Sales Executive,High,Married,1,No,14.0,Excellent,High,80,0,10.0,0,Good,8.0,6,1.0,6.0,13995.59,No
S2090,32,Non-Travel,Research & Development,9,College,Other,Medium,Male,High,2,Manufacturing Director,High,Divorced,3,No,16.0,Excellent,Medium,80,1,7.0,4,Good,6.0,4,,5.0,15386.58,No
S2091,21,Travel_Rarely,Research & Development,2,Bachelor,Human Resources,High,Female,Very High,1,Human Resources,,Divorced,0,Yes,21.0,Outstanding,High,80,2,0.0,2,Better,,0,0.0,0.0,5942.79,No
S2092,35,Travel_Frequently,Human Resources,7,Bachelor,Human Resources,High,Male,Medium,2,Manager,Medium,Married,3,No,11.0,Excellent,Medium,80,0,10.0,2,Better,6.0,2,1.0,3.0,14858.43,No
S2093,40,Travel_Frequently,Research & Development,1,,Marketing,High,Male,High,1,Research Scientist,Low,Divorced,0,No,16.0,Excellent,High,80,0,10.0,2,Good,9.0,3,1.0,7.0,14290.39,No
S2094,47,Travel_Rarely,Research & Development,5,,Medical,,Male,Medium,3,Manager,Medium,Divorced,3,No,20.0,Excellent,High,80,1,22.0,2,Better,14.0,8,8.0,5.0,13586.44,No
S2095,39,Travel_Rarely,Research & Development,2,College,Marketing,High,Female,Medium,1,Research Director,High,Divorced,1,No,,Excellent,High,80,1,7.0,3,Better,2.0,0,0.0,1.0,14965.94,No
S2096,33,Travel_Rarely,Sales,2,Below College,,Medium,Female,Medium,2,Sales Executive,Medium,Married,1,No,11.0,Excellent,Medium,80,1,13.0,5,Better,13.0,7,4.0,7.0,15174.98,Yes
S2097,53,Travel_Rarely,Research & Development,2,,Other,High,Male,High,1,Research Director,Medium,Married,3,No,21.0,Excellent,Low,80,0,5.0,3,Better,1.0,0,0.0,0.0,20401.77,No
S2098,32,Travel_Frequently,Research & Development,11,Master,Life Sciences,,Female,High,2,Research Scientist,High,Married,7,No,12.0,Excellent,,80,0,5.0,2,Better,2.0,1,0.0,1.0,16808.38,Yes
S2099,38,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,Low,Male,High,1,Research Scientist,Very High,Married,1,No,16.0,Excellent,Medium,80,0,4.0,1,,2.0,1,0.0,1.0,14540.73,No
S2100,28,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,High,Female,Medium,1,Research Scientist,High,Divorced,1,Yes,14.0,Excellent,Very High,80,1,3.0,2,Better,3.0,1,0.0,,19990.94,Yes
S2101,36,Travel_Frequently,Research & Development,19,Bachelor,Life Sciences,High,Male,Medium,2,Research Scientist,Medium,Married,0,No,18.0,Excellent,Medium,80,0,6.0,0,Good,4.0,2,2.0,2.0,17643.76,Yes
S2102,29,Travel_Frequently,Research & Development,13,,Life Sciences,High,Female,High,1,Sales Executive,High,Divorced,0,No,12.0,Excellent,,80,1,3.0,3,Better,2.0,1,1.0,2.0,15986.49,No
S2103,42,Non-Travel,Research & Development,27,,Life Sciences,High,Male,Medium,3,Manufacturing Director,Low,Divorced,7,No,,Excellent,High,80,1,18.0,1,Better,,6,0.0,1.0,13629.3,No
S2104,27,Non-Travel,Research & Development,5,Bachelor,Marketing,Low,,High,1,Human Resources,Low,Single,0,No,16.0,Good,Low,80,0,,2,Better,3.0,2,1.0,2.0,22056.55,No
S2105,26,Travel_Rarely,Sales,8,Bachelor,Technical Degree,Very High,Female,Medium,2,Sales Executive,Low,Single,6,No,17.0,Excellent,High,80,0,6.0,2,Good,4.0,3,1.0,2.0,13696.08,No
S2106,33,Travel_Frequently,Research & Development,17,,Other,High,,High,1,Sales Executive,Low,Married,1,No,15.0,Excellent,High,80,0,2.0,2,,2.0,0,0.0,0.0,12219.56,No
S2107,27,Travel_Frequently,Research & Development,3,Below College,Medical,,Male,Medium,2,Research Scientist,High,Married,0,No,,Excellent,High,80,1,4.0,3,Better,4.0,3,0.0,2.0,12570.57,No
S2108,35,Travel_Rarely,Sales,3,Bachelor,Marketing,Low,Male,High,2,Sales Executive,Medium,Married,2,No,16.0,Excellent,,80,0,14.0,3,Better,5.0,3,0.0,1.0,18532.97,No
S2109,37,Travel_Rarely,Sales,9,Bachelor,Technical Degree,Medium,Male,Medium,2,Sales Executive,Medium,Divorced,6,No,11.0,Excellent,Medium,80,1,7.0,2,,5.0,2,2.0,4.0,13858.56,No
S2110,32,Travel_Frequently,Research & Development,7,Bachelor,Marketing,High,Female,High,1,Sales Executive,High,Married,1,No,12.0,Excellent,Medium,80,0,,4,Better,,0,0.0,0.0,12770.36,No
S2111,34,Travel_Frequently,Research & Development,17,College,Medical,Medium,Male,Medium,2,Human Resources,Very High,Married,0,Yes,13.0,Excellent,Low,80,1,11.0,5,Good,7.0,5,6.0,0.0,19137.71,No
S2112,28,Travel_Rarely,Sales,4,,Marketing,Medium,Male,High,2,Sales Executive,Medium,Married,1,No,14.0,Excellent,Low,80,1,6.0,4,Good,,1,0.0,3.0,8009.04,No
S2113,32,Travel_Frequently,Research & Development,5,Bachelor,Life Sciences,Medium,,Medium,1,Research Director,Low,Married,4,No,19.0,Excellent,Low,80,0,6.0,3,Better,3.0,1,0.0,1.0,17038.4,No
S2114,27,Travel_Frequently,Research & Development,5,,Life Sciences,Medium,Female,Medium,1,Laboratory Technician,High,Divorced,0,No,14.0,Excellent,Medium,80,1,,3,Good,8.0,5,6.0,7.0,11346.29,No
S2115,51,Travel_Rarely,Sales,21,Master,,High,Female,High,2,Sales Executive,Very High,Single,0,Yes,22.0,Outstanding,Very High,80,0,11.0,2,Bad,10.0,7,1.0,0.0,14803.93,No
S2116,34,Travel_Rarely,Research & Development,9,Master,Medical,Low,Male,High,2,Healthcare Representative,High,Single,3,Yes,16.0,Excellent,,80,0,9.0,4,Better,5.0,1,,4.0,12608.01,No
S2117,31,Travel_Rarely,Research & Development,3,Bachelor,Medical,Medium,Female,High,1,Manager,High,Married,2,No,,Outstanding,High,80,0,12.0,5,Better,,6,2.0,6.0,16958.45,No
S2118,47,Travel_Frequently,,5,College,Medical,High,Male,Medium,2,Laboratory Technician,Low,Divorced,4,No,23.0,Excellent,Low,80,1,10.0,2,Better,4.0,2,1.0,3.0,18056.89,No
S2119,33,Travel_Rarely,Research & Development,13,,Life Sciences,Medium,Male,High,1,Research Scientist,Very High,Single,3,No,18.0,Excellent,Low,80,0,5.0,4,Better,,2,0.0,2.0,14248.52,No
S2120,37,Travel_Frequently,Research & Development,12,Below College,Life Sciences,Medium,Female,High,2,Healthcare Representative,High,Married,0,No,17.0,Excellent,,80,1,15.0,1,Good,13.0,6,3.0,9.0,11865.53,Yes
S2121,35,Travel_Rarely,Sales,5,Bachelor,Technical Degree,Very High,Female,High,2,Sales Representative,Very High,Married,3,No,14.0,Excellent,,80,1,23.0,7,Best,0.0,0,0.0,0.0,3388.61,No
S2122,33,Travel_Rarely,Research & Development,5,Master,Life Sciences,Medium,Male,Medium,1,Research Scientist,Medium,Married,5,No,17.0,Excellent,,80,0,7.0,2,Better,3.0,2,0.0,2.0,14651.92,No
S2123,46,Travel_Rarely,Sales,6,Bachelor,,Very High,Female,High,2,Sales Representative,Very High,Married,3,No,13.0,Excellent,,80,1,25.0,7,Best,0.0,0,0.0,0.0,6937.87,No
S2124,32,Travel_Rarely,Research & Development,4,Bachelor,Medical,High,Female,Low,3,Research Scientist,High,Married,1,No,11.0,Excellent,High,80,0,14.0,2,Good,,7,8.0,7.0,17114.08,No
S2125,33,Non-Travel,Sales,2,,Marketing,Very High,Male,High,2,Sales Executive,Medium,Single,8,No,15.0,Excellent,Very High,80,0,13.0,2,Good,11.0,7,1.0,7.0,16072.97,No
S2126,46,Travel_Rarely,Research & Development,13,Bachelor,Life Sciences,Medium,Male,High,2,Research Director,High,Divorced,7,No,14.0,Excellent,Medium,80,1,17.0,1,Better,8.0,7,7.0,7.0,14790.29,No
S2127,28,Travel_Rarely,Human Resources,8,College,Medical,Medium,Female,Medium,1,Human Resources,Very High,Divorced,1,No,13.0,Excellent,Very High,80,1,6.0,6,Better,5.0,1,0.0,4.0,20366.22,Yes
S2128,39,Travel_Frequently,,20,College,Marketing,High,Male,High,1,Sales Executive,High,Married,3,No,14.0,Excellent,Medium,80,0,8.0,3,Good,5.0,3,0.0,1.0,14895.13,Yes
S2129,32,Travel_Frequently,Research & Development,4,Bachelor,Marketing,Medium,Male,Medium,1,Research Scientist,Medium,Married,5,No,20.0,Excellent,Very High,80,0,,2,Better,2.0,1,0.0,0.0,15245.17,No
S2130,28,Travel_Rarely,Research & Development,5,College,Other,Medium,Male,High,1,Manager,Medium,Divorced,2,No,12.0,Excellent,Low,80,1,8.0,2,Better,6.0,5,5.0,5.0,12060.08,Yes
S2131,36,Travel_Rarely,Sales,8,Bachelor,Life Sciences,Medium,,Medium,1,Sales Representative,Medium,Married,0,No,18.0,Excellent,High,80,0,5.0,2,Better,,3,1.0,2.0,13143.5,No
S2132,34,Travel_Rarely,Research & Development,9,Bachelor,Marketing,High,Male,High,1,Laboratory Technician,Low,Married,4,No,18.0,Excellent,Medium,80,1,,2,Better,4.0,3,0.0,2.0,16271.7,No
S2133,28,Travel_Frequently,Research & Development,10,,Medical,Low,Female,Medium,1,Laboratory Technician,Medium,Divorced,1,No,15.0,Excellent,Low,80,2,1.0,2,Better,1.0,0,0.0,0.0,9908.92,No
S2134,18,Non-Travel,Research & Development,1,Bachelor,Life Sciences,Very High,Male,High,1,Laboratory Technician,Very High,Single,1,No,15.0,Excellent,High,80,0,0.0,5,Best,0.0,0,0.0,0.0,15997.72,No
S2135,24,Travel_Frequently,Research & Development,9,Master,Life Sciences,High,Male,Medium,1,Research Scientist,High,Divorced,1,No,12.0,Excellent,Very High,80,1,4.0,2,Better,4.0,2,0.0,2.0,15435.68,No
S2136,36,Travel_Rarely,Research & Development,10,Below College,Life Sciences,High,Male,High,1,Research Scientist,Low,Divorced,0,No,13.0,Excellent,Medium,80,1,5.0,3,Good,4.0,2,3.0,2.0,16190.93,No
S2137,22,Travel_Rarely,Research & Development,7,College,Life Sciences,High,Female,High,1,Sales Executive,High,Divorced,1,Yes,21.0,Outstanding,Low,80,0,2.0,2,,2.0,1,0.0,1.0,17408.8,No
S2138,42,Travel_Rarely,Human Resources,18,,Other,High,Male,Medium,4,Manufacturing Director,Medium,Single,1,No,15.0,Excellent,High,80,0,21.0,2,Better,21.0,6,7.0,6.0,15489.52,No
S2139,19,Travel_Rarely,Research & Development,13,Below College,Human Resources,,Male,High,1,Healthcare Representative,Medium,Divorced,0,No,9.0,Good,,80,1,,4,,0.0,0,0.0,0.0,5775.94,No
S2140,27,Non-Travel,Research & Development,8,,Life Sciences,Low,Female,Low,1,Laboratory Technician,High,Married,1,No,19.0,Excellent,Very High,80,3,3.0,4,Better,3.0,2,1.0,2.0,14956.06,No
S2141,55,Travel_Rarely,Sales,2,,Life Sciences,High,Male,Medium,2,Sales Executive,High,Married,3,No,17.0,Excellent,High,80,0,11.0,2,Better,6.0,2,0.0,5.0,15983.94,No
S2142,26,Travel_Rarely,Sales,1,,Life Sciences,High,Female,High,2,Sales Executive,High,Married,1,No,17.0,Excellent,Medium,80,1,8.0,3,Better,8.0,7,7.0,7.0,14506.81,No
S2143,32,Travel_Rarely,Sales,-2,,Medical,,,High,2,Sales Representative,High,Single,1,No,17.0,Excellent,,80,0,3.0,3,Good,3.0,2,0.0,4.0,14753.84,No
S2144,46,Travel_Frequently,,8,College,Marketing,High,Male,High,1,Sales Executive,High,Married,1,Yes,11.0,Excellent,High,80,1,13.0,3,Better,7.0,5,4.0,4.0,13122.47,No
S2145,34,Travel_Frequently,,3,Bachelor,Medical,High,Male,Medium,1,Research Scientist,Low,Divorced,4,No,13.0,Excellent,Medium,80,1,10.0,2,Better,4.0,3,,3.0,17421.35,Yes
S2146,30,Travel_Rarely,,16,Below College,Life Sciences,Very High,Female,High,2,Sales Executive,High,Married,8,No,15.0,Excellent,High,80,2,4.0,2,Good,2.0,1,2.0,2.0,16242.59,No
